sample_id,split,scene_label,image_path,mask_path,official_split
10778,train,,train/train-org-img/10778.jpg,train/train-label-img/10778_lab.png,train
10779,train,,train/train-org-img/10779.jpg,train/train-label-img/10779_lab.png,train
10780,train,,train/train-org-img/10780.jpg,train/train-label-img/10780_lab.png,train
10782,train,,train/train-org-img/10782.jpg,train/train-label-img/10782_lab.png,train
10783,train,,train/train-org-img/10783.jpg,train/train-label-img/10783_lab.png,train
10784,train,,train/train-org-img/10784.jpg,train/train-label-img/10784_lab.png,train
10785,train,,train/train-org-img/10785.jpg,train/train-label-img/10785_lab.png,train
10786,train,,train/train-org-img/10786.jpg,train/train-label-img/10786_lab.png,train
10787,train,,train/train-org-img/10787.jpg,train/train-label-img/10787_lab.png,train
10788,train,,train/train-org-img/10788.jpg,train/train-label-img/10788_lab.png,train
10789,train,,train/train-org-img/10789.jpg,train/train-label-img/10789_lab.png,train
10792,train,,train/train-org-img/10792.jpg,train/train-label-img/10792_lab.png,train
10795,train,,train/train-org-img/10795.jpg,train/train-label-img/10795_lab.png,train
10798,train,,train/train-org-img/10798.jpg,train/train-label-img/10798_lab.png,train
10799,train,,train/train-org-img/10799.jpg,train/train-label-img/10799_lab.png,train
10802,train,,train/train-org-img/10802.jpg,train/train-label-img/10802_lab.png,train
10804,train,,train/train-org-img/10804.jpg,train/train-label-img/10804_lab.png,train
10805,train,,train/train-org-img/10805.jpg,train/train-label-img/10805_lab.png,train
10806,train,,train/train-org-img/10806.jpg,train/train-label-img/10806_lab.png,train
10809,train,,train/train-org-img/10809.jpg,train/train-label-img/10809_lab.png,train
10816,train,,train/train-org-img/10816.jpg,train/train-label-img/10816_lab.png,train
10832,train,,train/train-org-img/10832.jpg,train/train-label-img/10832_lab.png,train
10833,train,,train/train-org-img/10833.jpg,train/train-label-img/10833_lab.png,train
10835,train,,train/train-org-img/10835.jpg,train/train-label-img/10835_lab.png,train
10837,train,,train/train-org-img/10837.jpg,train/train-label-img/10837_lab.png,train
10839,train,,train/train-org-img/10839.jpg,train/train-label-img/10839_lab.png,train
10840,train,,train/train-org-img/10840.jpg,train/train-label-img/10840_lab.png,train
10841,train,,train/train-org-img/10841.jpg,train/train-label-img/10841_lab.png,train
10843,train,,train/train-org-img/10843.jpg,train/train-label-img/10843_lab.png,train
10845,train,,train/train-org-img/10845.jpg,train/train-label-img/10845_lab.png,train
10846,train,,train/train-org-img/10846.jpg,train/train-label-img/10846_lab.png,train
10847,train,,train/train-org-img/10847.jpg,train/train-label-img/10847_lab.png,train
10848,train,,train/train-org-img/10848.jpg,train/train-label-img/10848_lab.png,train
10850,train,,train/train-org-img/10850.jpg,train/train-label-img/10850_lab.png,train
10851,train,,train/train-org-img/10851.jpg,train/train-label-img/10851_lab.png,train
10852,train,,train/train-org-img/10852.jpg,train/train-label-img/10852_lab.png,train
10853,train,,train/train-org-img/10853.jpg,train/train-label-img/10853_lab.png,train
10854,train,,train/train-org-img/10854.jpg,train/train-label-img/10854_lab.png,train
10855,train,,train/train-org-img/10855.jpg,train/train-label-img/10855_lab.png,train
10857,train,,train/train-org-img/10857.jpg,train/train-label-img/10857_lab.png,train
10858,train,,train/train-org-img/10858.jpg,train/train-label-img/10858_lab.png,train
10859,train,,train/train-org-img/10859.jpg,train/train-label-img/10859_lab.png,train
10861,train,,train/train-org-img/10861.jpg,train/train-label-img/10861_lab.png,train
10862,train,,train/train-org-img/10862.jpg,train/train-label-img/10862_lab.png,train
10863,train,,train/train-org-img/10863.jpg,train/train-label-img/10863_lab.png,train
10864,train,,train/train-org-img/10864.jpg,train/train-label-img/10864_lab.png,train
10865,train,,train/train-org-img/10865.jpg,train/train-label-img/10865_lab.png,train
10867,train,,train/train-org-img/10867.jpg,train/train-label-img/10867_lab.png,train
10868,train,,train/train-org-img/10868.jpg,train/train-label-img/10868_lab.png,train
10870,train,,train/train-org-img/10870.jpg,train/train-label-img/10870_lab.png,train
10871,train,,train/train-org-img/10871.jpg,train/train-label-img/10871_lab.png,train
10872,train,,train/train-org-img/10872.jpg,train/train-label-img/10872_lab.png,train
10873,train,,train/train-org-img/10873.jpg,train/train-label-img/10873_lab.png,train
10874,train,,train/train-org-img/10874.jpg,train/train-label-img/10874_lab.png,train
10875,train,,train/train-org-img/10875.jpg,train/train-label-img/10875_lab.png,train
10876,train,,train/train-org-img/10876.jpg,train/train-label-img/10876_lab.png,train
10877,train,,train/train-org-img/10877.jpg,train/train-label-img/10877_lab.png,train
10878,train,,train/train-org-img/10878.jpg,train/train-label-img/10878_lab.png,train
10879,train,,train/train-org-img/10879.jpg,train/train-label-img/10879_lab.png,train
10880,train,,train/train-org-img/10880.jpg,train/train-label-img/10880_lab.png,train
10881,train,,train/train-org-img/10881.jpg,train/train-label-img/10881_lab.png,train
10882,train,,train/train-org-img/10882.jpg,train/train-label-img/10882_lab.png,train
10883,train,,train/train-org-img/10883.jpg,train/train-label-img/10883_lab.png,train
10884,train,,train/train-org-img/10884.jpg,train/train-label-img/10884_lab.png,train
10885,train,,train/train-org-img/10885.jpg,train/train-label-img/10885_lab.png,train
10886,train,,train/train-org-img/10886.jpg,train/train-label-img/10886_lab.png,train
10887,train,,train/train-org-img/10887.jpg,train/train-label-img/10887_lab.png,train
10888,train,,train/train-org-img/10888.jpg,train/train-label-img/10888_lab.png,train
10889,train,,train/train-org-img/10889.jpg,train/train-label-img/10889_lab.png,train
10891,train,,train/train-org-img/10891.jpg,train/train-label-img/10891_lab.png,train
10893,train,,train/train-org-img/10893.jpg,train/train-label-img/10893_lab.png,train
10895,train,,train/train-org-img/10895.jpg,train/train-label-img/10895_lab.png,train
10896,train,,train/train-org-img/10896.jpg,train/train-label-img/10896_lab.png,train
10897,train,,train/train-org-img/10897.jpg,train/train-label-img/10897_lab.png,train
10899,train,,train/train-org-img/10899.jpg,train/train-label-img/10899_lab.png,train
10900,train,,train/train-org-img/10900.jpg,train/train-label-img/10900_lab.png,train
10901,train,,train/train-org-img/10901.jpg,train/train-label-img/10901_lab.png,train
10902,train,,train/train-org-img/10902.jpg,train/train-label-img/10902_lab.png,train
10903,train,,train/train-org-img/10903.jpg,train/train-label-img/10903_lab.png,train
10904,train,,train/train-org-img/10904.jpg,train/train-label-img/10904_lab.png,train
10905,train,,train/train-org-img/10905.jpg,train/train-label-img/10905_lab.png,train
10906,train,,train/train-org-img/10906.jpg,train/train-label-img/10906_lab.png,train
10907,train,,train/train-org-img/10907.jpg,train/train-label-img/10907_lab.png,train
10908,train,,train/train-org-img/10908.jpg,train/train-label-img/10908_lab.png,train
10909,train,,train/train-org-img/10909.jpg,train/train-label-img/10909_lab.png,train
10910,train,,train/train-org-img/10910.jpg,train/train-label-img/10910_lab.png,train
10911,train,,train/train-org-img/10911.jpg,train/train-label-img/10911_lab.png,train
10912,train,,train/train-org-img/10912.jpg,train/train-label-img/10912_lab.png,train
10913,train,,train/train-org-img/10913.jpg,train/train-label-img/10913_lab.png,train
10914,train,,train/train-org-img/10914.jpg,train/train-label-img/10914_lab.png,train
10915,train,,train/train-org-img/10915.jpg,train/train-label-img/10915_lab.png,train
10916,train,,train/train-org-img/10916.jpg,train/train-label-img/10916_lab.png,train
10918,train,,train/train-org-img/10918.jpg,train/train-label-img/10918_lab.png,train
10919,train,,train/train-org-img/10919.jpg,train/train-label-img/10919_lab.png,train
10920,train,,train/train-org-img/10920.jpg,train/train-label-img/10920_lab.png,train
10921,train,,train/train-org-img/10921.jpg,train/train-label-img/10921_lab.png,train
10922,train,,train/train-org-img/10922.jpg,train/train-label-img/10922_lab.png,train
10924,train,,train/train-org-img/10924.jpg,train/train-label-img/10924_lab.png,train
10926,train,,train/train-org-img/10926.jpg,train/train-label-img/10926_lab.png,train
10927,train,,train/train-org-img/10927.jpg,train/train-label-img/10927_lab.png,train
10928,train,,train/train-org-img/10928.jpg,train/train-label-img/10928_lab.png,train
10929,train,,train/train-org-img/10929.jpg,train/train-label-img/10929_lab.png,train
10930,train,,train/train-org-img/10930.jpg,train/train-label-img/10930_lab.png,train
10931,train,,train/train-org-img/10931.jpg,train/train-label-img/10931_lab.png,train
10932,train,,train/train-org-img/10932.jpg,train/train-label-img/10932_lab.png,train
10933,train,,train/train-org-img/10933.jpg,train/train-label-img/10933_lab.png,train
10934,train,,train/train-org-img/10934.jpg,train/train-label-img/10934_lab.png,train
10935,train,,train/train-org-img/10935.jpg,train/train-label-img/10935_lab.png,train
10936,train,,train/train-org-img/10936.jpg,train/train-label-img/10936_lab.png,train
10937,train,,train/train-org-img/10937.jpg,train/train-label-img/10937_lab.png,train
10938,train,,train/train-org-img/10938.jpg,train/train-label-img/10938_lab.png,train
10939,train,,train/train-org-img/10939.jpg,train/train-label-img/10939_lab.png,train
10940,train,,train/train-org-img/10940.jpg,train/train-label-img/10940_lab.png,train
10941,train,,train/train-org-img/10941.jpg,train/train-label-img/10941_lab.png,train
10943,train,,train/train-org-img/10943.jpg,train/train-label-img/10943_lab.png,train
10944,train,,train/train-org-img/10944.jpg,train/train-label-img/10944_lab.png,train
10945,train,,train/train-org-img/10945.jpg,train/train-label-img/10945_lab.png,train
10946,train,,train/train-org-img/10946.jpg,train/train-label-img/10946_lab.png,train
10947,train,,train/train-org-img/10947.jpg,train/train-label-img/10947_lab.png,train
10948,train,,train/train-org-img/10948.jpg,train/train-label-img/10948_lab.png,train
10949,train,,train/train-org-img/10949.jpg,train/train-label-img/10949_lab.png,train
10951,train,,train/train-org-img/10951.jpg,train/train-label-img/10951_lab.png,train
